model,epochs,batch_size,latent_dims,learning_rates,fc_layers_sizes,loss,accuracy,loss_history,hr_score
improved,100,128,64,0.1,"[256, 128, 64]",14.3305177688599,0.013157894834876,"[11.524593353271484, 15.863534927368164, 12.660880088806152, 14.330517768859863]",0.031746031746032
improved,100,128,64,0.1,"[128, 64, 32]",10.9856452941895,0,"[8.833098411560059, 39.377708435058594, 9.639459609985352, 10.985645294189453]",0.031746031746032
improved,100,128,128,0.01,"[512, 256, 128]",8.34261512756348,0.013157894834876,"[14.79392147064209, 12.191794395446777, 10.40871810913086, 9.135984420776367, 8.330572128295898, 7.943370819091797, 8.616477966308594, 9.133880615234375, 8.342615127563477]",0.026455026455027
improved,100,128,128,0.01,"[256, 128, 64]",8.14193344116211,0,"[11.907013893127441, 10.544135093688965, 9.49901008605957, 8.943716049194336, 8.385878562927246, 7.9947686195373535, 8.088581085205078, 8.42678165435791, 8.14193344116211]",0.005291005291005
improved,100,128,128,0.01,"[128, 64, 32]",8.40988159179688,0,"[9.9505033493042, 9.274169921875, 8.73233699798584, 8.28539752960205, 7.952282428741455, 7.931405544281006, 8.739700317382812, 8.877431869506836, 8.409881591796875]",0.031746031746032
improved,100,128,128,0.1,"[512, 256, 128]",118.282417297363,0,"[44.832923889160156, 183.59559631347656, 48.3237190246582, 118.28241729736328]",0.010582010582011
improved,100,128,128,0.1,"[256, 128, 64]",33.9889068603516,0,"[14.85122013092041, 16.26644515991211, 13.851122856140137, 78.01441192626953, 19.863996505737305, 33.98890686035156]",0.021164021164021
improved,100,128,128,0.1,"[128, 64, 32]",15.2201890945435,0,"[10.58935260772705, 30.918216705322266, 10.895373344421387, 15.220189094543457]",0.063492063492064
improved,200,32,16,0.01,"[512, 256, 128]",7.799644947052,0,"[12.225086212158203, 10.864611625671387, 9.8209867477417, 9.089533805847168, 8.51676082611084, 8.120124816894531, 7.895890235900879, 7.830015659332275, 7.7433953285217285, 7.669308185577393, 7.658289909362793, 7.690637111663818, 7.989266872406006, 7.799644947052002]",0.015873015873016
improved,200,32,16,0.01,"[256, 128, 64]",7.43084383010864,0.013157894834876,"[10.510870933532715, 9.849288940429688, 9.240653038024902, 8.76278305053711, 8.455169677734375, 8.103656768798828, 7.858737468719482, 7.682356357574463, 7.547954559326172, 7.461195945739746, 7.430141448974609, 7.380923748016357, 7.334133148193359, 7.330432891845703, 7.36537504196167, 7.3197245597839355, 7.3079833984375, 7.309368133544922, 7.348792552947998, 7.430843830108643]",0.010582010582011
improved,200,32,16,0.01,"[128, 64, 32]",7.21065902709961,0.013157894834876,"[9.322611808776855, 9.018847465515137, 8.753084182739258, 8.509660720825195, 8.295886039733887, 8.105128288269043, 7.937145233154297, 7.816819190979004, 7.793926239013672, 7.784542083740234, 7.62014627456665, 7.460291862487793, 7.383321762084961, 7.329006195068359, 7.298548698425293, 7.2755045890808105, 7.249645709991455, 7.228917121887207, 7.2068305015563965, 7.199141502380371, 7.240479946136475, 7.204286098480225, 7.210659027099609]",0.037037037037037
improved,200,32,16,0.1,"[512, 256, 128]",44.2665176391602,0,"[116.24549102783203, 129.14125061035156, 27.273386001586914, 31.796667098999023, 47.34238815307617, 44.266517639160156]",0.042328042328042
improved,200,32,16,0.1,"[256, 128, 64]",16.0687503814697,0.013157894834876,"[29.28339958190918, 14.79254150390625, 12.453534126281738, 28.83818244934082, 15.076068878173828, 16.068750381469727]",0.026455026455027
improved,200,32,16,0.1,"[128, 64, 32]",8.98494720458984,0,"[9.413679122924805, 8.201166152954102, 15.181934356689453, 8.864540100097656, 8.984947204589844]",0.047619047619048
